real	0m1,531s
real	0m1,277s
real	0m1,196s
real	0m1,232s
real	0m1,191s
real	0m1,179s
real	0m1,183s
real	0m1,259s
real	0m1,232s
real	0m1,246s
real	0m1,207s
real	0m1,194s
real	0m1,267s
real	0m1,164s
real	0m1,135s
real	0m1,278s
real	0m1,207s
real	0m1,168s
real	0m1,191s
real	0m1,180s
real	0m1,270s
real	0m1,260s
real	0m1,178s
real	0m1,138s
real	0m1,165s
real	0m1,232s
real	0m1,279s
real	0m1,160s
real	0m1,285s
real	0m1,278s
real	0m1,167s
real	0m1,193s
real	0m1,199s
real	0m1,219s
real	0m1,159s
real	0m1,194s
real	0m1,398s
real	0m1,281s
real	0m1,163s
real	0m1,160s
real	0m1,164s
real	0m1,181s
real	0m1,215s
real	0m1,136s
real	0m1,201s
real	0m1,289s
real	0m1,215s
real	0m1,172s
real	0m1,199s
real	0m1,282s
real	0m1,300s
real	0m1,400s
real	0m1,194s
real	0m1,321s
real	0m1,263s
real	0m1,117s
real	0m1,243s
real	0m1,342s
real	0m1,271s
real	0m1,190s
real	0m1,206s
real	0m1,258s
real	0m1,190s
real	0m1,215s
real	0m1,131s
real	0m1,272s
real	0m1,153s
real	0m1,207s
real	0m1,233s
real	0m1,374s
real	0m1,188s
real	0m1,130s
real	0m1,127s
real	0m1,242s
real	0m1,379s
real	0m1,224s
real	0m1,397s
real	0m1,281s
real	0m1,226s
real	0m1,272s
real	0m1,229s
real	0m1,242s
real	0m1,149s
real	0m1,245s
real	0m1,222s
real	0m1,304s
real	0m1,224s
real	0m1,189s
real	0m1,281s
real	0m1,147s
real	0m1,128s
real	0m1,202s
real	0m1,154s
real	0m1,239s
real	0m1,284s
real	0m1,191s
real	0m1,198s
real	0m1,165s
real	0m1,281s
real	0m1,330s
