real	0m0,013s
real	0m0,011s
real	0m0,014s
real	0m0,012s
real	0m0,012s
real	0m0,012s
real	0m0,012s
real	0m0,012s
real	0m0,012s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,010s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,012s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,012s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,012s
real	0m0,012s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,012s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,010s
real	0m0,011s
real	0m0,011s
real	0m0,011s
real	0m0,011s
