real	0m23,263s
real	0m9,493s
real	0m11,939s
real	0m19,096s
real	0m7,208s
real	0m11,254s
real	0m9,284s
real	0m10,289s
real	0m12,005s
real	0m18,861s
real	0m26,017s
real	0m22,697s
real	0m22,532s
real	0m33,952s
real	0m30,317s
real	0m36,735s
real	0m34,505s
real	0m26,397s
real	0m22,822s
real	0m21,543s
real	0m34,239s
real	0m24,895s
real	0m37,067s
real	0m32,422s
real	0m28,377s
real	0m39,148s
real	0m27,306s
real	0m24,730s
real	0m26,439s
real	0m23,504s
real	0m41,019s
real	0m27,979s
real	0m34,355s
real	0m22,310s
real	0m18,383s
real	0m39,020s
real	0m27,952s
real	0m25,230s
real	0m37,790s
real	0m13,504s
real	0m23,729s
real	0m28,752s
real	0m36,050s
real	0m35,253s
real	0m33,967s
real	0m25,037s
real	0m24,387s
real	0m37,526s
real	0m23,787s
real	0m26,762s
real	0m24,186s
real	0m26,859s
real	0m24,117s
real	0m25,023s
real	0m37,511s
real	0m25,266s
real	0m22,578s
real	0m25,142s
real	0m35,795s
real	0m20,290s
real	0m35,444s
real	0m22,927s
real	0m25,876s
real	0m27,226s
real	0m33,970s
real	0m28,480s
real	0m25,187s
real	0m31,065s
real	0m34,511s
real	0m28,245s
real	0m19,982s
real	0m24,808s
real	0m36,154s
real	0m24,988s
real	0m25,374s
real	0m27,139s
real	0m25,789s
real	0m27,767s
real	0m22,506s
real	0m21,761s
real	0m39,716s
real	0m26,989s
real	0m28,227s
real	0m36,719s
real	0m23,025s
real	0m35,213s
real	0m38,581s
real	0m35,667s
real	0m37,350s
real	0m39,943s
real	0m23,539s
real	0m40,000s
real	0m35,477s
real	0m34,981s
real	0m32,268s
real	0m23,916s
real	0m24,004s
real	0m28,106s
real	0m18,246s
real	0m11,143s
