real	0m0,971s
real	0m12,580s
real	0m3,444s
real	0m2,072s
real	0m1,134s
real	0m10,117s
real	0m20,450s
real	0m10,757s
real	0m17,357s
real	0m10,613s
real	0m9,193s
real	0m11,928s
real	0m20,567s
real	0m36,466s
real	0m35,804s
real	0m26,472s
real	0m27,337s
real	0m27,167s
real	0m31,539s
real	0m24,251s
real	0m26,674s
real	0m31,275s
real	0m19,541s
real	0m25,974s
real	0m24,520s
real	0m27,001s
real	0m23,045s
real	0m19,458s
real	0m26,498s
real	0m27,173s
real	0m21,985s
real	0m34,311s
real	0m36,792s
real	0m22,961s
real	0m29,670s
real	0m30,612s
real	0m25,422s
real	0m35,788s
real	0m22,478s
real	0m28,528s
real	0m35,956s
real	0m25,749s
real	0m29,525s
real	0m20,493s
real	0m25,029s
real	0m27,714s
real	0m24,977s
real	0m22,992s
real	0m37,018s
real	0m36,521s
real	0m35,771s
real	0m27,942s
real	0m24,575s
real	0m10,482s
real	0m25,763s
real	0m23,245s
real	0m26,174s
real	0m33,054s
real	0m21,656s
real	0m37,767s
real	0m37,057s
real	0m28,683s
real	0m27,799s
real	0m26,232s
real	0m25,720s
real	0m37,528s
real	0m35,459s
real	0m38,823s
real	0m19,499s
real	0m36,957s
real	0m27,017s
real	0m30,515s
real	0m27,216s
real	0m36,054s
real	0m25,162s
real	0m26,146s
real	0m24,655s
real	0m28,226s
real	0m23,544s
real	0m27,262s
real	0m26,487s
real	0m35,696s
real	0m27,562s
real	0m37,232s
real	0m23,781s
real	0m29,925s
real	0m27,026s
real	0m36,278s
real	0m28,685s
real	0m36,790s
real	0m24,808s
real	0m31,952s
real	0m26,019s
real	0m28,669s
real	0m25,967s
real	0m38,579s
real	0m27,025s
real	0m33,712s
real	0m28,191s
real	0m28,593s
