real	0m7,603s
real	0m22,787s
real	0m5,501s
real	0m5,068s
real	0m3,402s
real	0m7,067s
real	0m10,827s
real	0m13,994s
real	0m14,030s
real	0m19,370s
real	0m10,772s
real	0m18,762s
real	0m16,819s
real	0m31,951s
real	0m39,258s
real	0m50,005s
real	0m25,004s
real	0m14,019s
real	0m8,757s
real	0m4,678s
real	0m53,598s
real	0m10,997s
real	0m10,171s
real	0m20,516s
real	0m2,288s
real	0m34,224s
real	0m14,214s
real	0m6,835s
real	0m3,769s
real	0m4,107s
real	0m4,776s
real	0m4,588s
real	0m5,212s
real	0m6,539s
real	0m8,467s
real	0m4,987s
real	0m25,046s
real	0m42,917s
real	0m44,851s
real	0m49,727s
real	0m28,495s
real	0m21,158s
real	0m35,000s
real	0m37,015s
real	0m21,308s
real	0m29,219s
real	0m36,173s
real	0m18,771s
real	0m11,790s
real	0m53,049s
real	0m10,180s
real	0m20,262s
real	0m18,016s
real	0m27,482s
real	0m27,500s
real	0m28,176s
real	0m28,531s
real	0m12,021s
real	0m17,460s
real	0m10,100s
real	0m30,633s
real	0m43,112s
real	0m30,256s
real	0m35,471s
real	0m28,481s
real	0m11,178s
real	0m15,858s
real	0m41,480s
real	0m23,444s
real	0m28,819s
real	0m11,283s
real	0m16,685s
real	0m24,418s
real	0m6,609s
real	0m7,736s
real	0m23,705s
real	0m11,506s
real	0m11,020s
real	0m37,004s
real	0m29,689s
real	0m18,217s
real	0m32,800s
real	0m20,567s
real	0m14,243s
real	0m23,763s
real	0m37,740s
real	0m40,168s
real	0m19,029s
real	0m49,263s
real	0m22,434s
real	0m4,505s
real	0m4,040s
real	0m8,720s
real	0m38,004s
real	0m35,253s
real	0m20,244s
real	0m10,290s
real	0m23,947s
real	0m28,037s
real	0m33,435s
