real	0m14,399s
real	0m10,940s
real	0m20,939s
real	0m11,244s
real	0m25,865s
real	0m12,052s
real	0m5,145s
real	0m10,180s
real	0m4,578s
real	0m3,396s
real	0m10,233s
real	0m42,714s
real	0m36,214s
real	0m16,569s
real	0m23,524s
real	0m19,916s
real	0m34,110s
real	0m21,978s
real	0m44,912s
real	0m32,323s
real	0m11,645s
real	0m36,729s
real	0m12,251s
real	0m54,252s
real	0m25,835s
real	0m27,739s
real	0m22,771s
real	0m23,695s
real	0m48,241s
real	0m4,987s
real	0m6,040s
real	0m12,795s
real	0m45,433s
real	0m8,802s
real	0m38,994s
real	0m23,903s
real	0m10,145s
real	0m18,726s
real	0m44,662s
real	0m18,301s
real	0m17,490s
real	0m11,263s
real	0m17,762s
real	0m15,937s
real	0m18,060s
real	0m22,937s
real	0m35,501s
real	0m18,220s
real	0m18,068s
real	0m23,410s
real	0m42,768s
real	0m21,248s
real	0m23,096s
real	0m20,443s
real	0m30,507s
real	0m40,762s
real	0m16,684s
real	0m10,558s
real	0m16,988s
real	0m21,937s
real	0m14,238s
real	0m26,307s
real	0m46,311s
real	0m5,868s
real	0m42,548s
real	0m29,703s
real	0m36,752s
real	0m55,036s
real	0m15,866s
real	0m26,683s
real	0m30,428s
real	0m24,795s
real	0m37,725s
real	0m44,719s
real	0m27,010s
real	0m43,577s
real	0m45,733s
real	0m55,738s
real	0m17,702s
real	0m21,564s
real	0m11,002s
real	0m5,729s
real	0m28,924s
real	0m20,257s
real	0m38,085s
real	0m40,733s
real	0m25,205s
real	0m16,772s
real	0m17,676s
real	0m12,244s
real	0m6,755s
real	0m5,836s
real	0m30,239s
real	0m15,210s
real	0m21,772s
real	0m12,828s
real	0m22,132s
real	0m7,764s
real	0m11,008s
real	0m7,786s
