real	0m7,076s
real	0m3,283s
real	0m11,050s
real	0m7,100s
real	0m11,543s
real	0m0,814s
real	0m12,963s
real	0m15,888s
real	0m10,883s
real	0m18,638s
real	0m13,849s
real	0m17,947s
real	0m8,147s
real	0m16,807s
real	0m24,782s
real	0m5,725s
real	0m16,177s
real	0m14,741s
real	0m23,540s
real	0m5,793s
real	0m46,462s
real	0m10,737s
real	0m27,064s
real	0m6,508s
real	0m6,302s
real	0m32,881s
real	0m41,817s
real	0m6,436s
real	0m39,547s
real	0m25,974s
real	0m50,993s
real	0m28,708s
real	0m19,265s
real	0m15,561s
real	0m53,414s
real	0m5,320s
real	0m31,224s
real	0m5,857s
real	0m10,659s
real	0m14,956s
real	0m30,696s
real	0m40,014s
real	0m27,580s
real	0m42,146s
real	0m11,783s
real	0m29,075s
real	0m53,163s
real	0m45,751s
real	0m28,261s
real	0m24,531s
real	0m44,243s
real	0m32,480s
real	0m13,256s
real	0m44,539s
real	0m39,219s
real	0m38,557s
real	0m40,382s
real	0m46,777s
real	0m17,307s
real	0m10,716s
real	0m51,276s
real	0m42,975s
real	0m8,284s
real	0m24,737s
real	0m24,772s
real	0m46,983s
real	0m34,022s
real	0m37,454s
real	0m28,713s
real	0m10,717s
real	0m12,135s
real	0m16,671s
real	0m33,727s
real	0m7,770s
real	0m28,994s
real	0m41,704s
real	0m9,760s
real	0m43,265s
real	0m5,283s
real	0m5,030s
real	0m44,389s
real	0m6,352s
real	0m13,665s
real	0m49,730s
real	0m47,313s
real	0m31,509s
real	0m31,237s
real	0m35,513s
real	0m33,252s
real	0m29,009s
real	0m32,954s
real	0m7,314s
real	0m36,176s
real	0m23,285s
real	0m8,283s
real	0m14,746s
real	0m12,173s
real	0m17,289s
real	0m13,290s
real	0m5,629s
